Etl1,Etl1-PA-2289,24
CG32447,CG32447-PA-572,1
CG31028,CG31028-PC-1521,19
yellow-f,yellow-f-PA-1096,2
CG43340,CG43340-PA-516,1
CG5323,CG5323-PA-344,1
Spn6,Spn6-PA-1008,7
CG12375,CG12375-PA-72,1
CG11899,CG11899-PA-966,309
CG7518,CG7518-PD-6883,1
Spn6,Spn6-PA-1002,8
trio,trio-PA-2798,1
CG6308,CG6308-PA-560,109
gp210,gp210-PA-5128,16
CycB,CycB-PA-687,182
mod(mdg4),mod(mdg4)-PH-1482,12
CG42678,CG42678-PB-687,39
Fak56D,Fak56D-PA-3072,24
Tdc1,Tdc1-PA-1240,3
Nmda1,Nmda1-PA-394,3
CG2121,CG2121-PB-1596,4
CG6950,CG6950-PA-1194,1
CG6259,CG6259-PA-462,51
CG11092,CG11092-PA-2239,2
CG3065,CG3065-PA-723,7
CG4743,CG4743-PA-368,15
CG7974,CG7974-PA-699,12
ref2,ref2-PA-315,1
CanB2,CanB2-PA-24,18
RpL3,RpL3-PA-23,65
CG10254,CG10254-PA-1269,4
CG13343,CG13343-PA-948,43
CG16884,CG16884-PA-412,1
CG6345,CG6345-PA-525,2
MED27,MED27-PA-622,28
Cyp310a1,Cyp310a1-PA-691,46
CG1021,CG1021-PD-1519,1
CG1620,CG1620-PA-1242,15
CG11109,CG11109-PA-677,19
CG6401,CG6401-PA-432,19
l(2)k09913,l(2)k09913-PA-681,51
CG17352,CG17352-PA-2734,3
Kr-h1,Kr-h1-PA-1966,1
Dys,Dys-PA-6568,1
CG4365,CG4365-PA-678,72
bora,bora-PA-1584,24
RhoGEF2,RhoGEF2-PD-6989,6
CG33934,CG33934-PC-1548,1
SmG,SmG-PA-48,6
ncd,ncd-PA-996,29
RpL24-like,RpL24-like-PA-234,6
unc-5,unc-5-PA-2662,4
CG2608,CG2608-PA-747,5
N,N-PA-7378,131
CG2126,CG2126-PA-663,33
Aldh,Aldh-PA-478,41
CG7889,CG7889-PA-861,2
CG1344,CG1344-PA-1532,1
CG2852,CG2852-PA-372,209
obst-F,obst-F-PA-299,1
Bap,Bap-PA-2163,1
CG18012,CG18012-PA-525,6
Aats-cys,Aats-cys-PA-165,7
CG11092,CG11092-PA-2394,461
Egfr,Egfr-PA-1728,1
CG14346,CG14346-PA-73,1
CG34133,CG34133-PB-2136,18
CG8478,CG8478-PB-1654,85
CG33061,CG33061-PB-849,1
CG32226,CG32226-PA-3529,5
CG12375,CG12375-PA-459,2
Med,Med-PA-916,18
NaCP60E,NaCP60E-PG-1100,3
nrv2,nrv2-PA-639,15
Vps36,Vps36-PA-606,1
zetaCOP,zetaCOP-PA-25,3
vav,vav-PA-1645,2
Sry-alpha,Sry-alpha-PA-817,1
CG3764,CG3764-PA-1704,1
okr,okr-PA-939,1
Ptp61F,Ptp61F-PA-1515,51
CG30499,CG30499-PA-243,10
Bap55,Bap55-PA-15,5
CG8677,CG8677-PA-7871,6
CG6005,CG6005-PA-549,249
Ski6,Ski6-PA-705,80
CG9362,CG9362-PA-567,90
CG8366,CG8366-PA-837,1
tok,tok-PA-3435,1
CG14435,CG14435-PA-697,1
CG15772,CG15772-PA-666,1
CG11905,CG11905-PA-1092,4
CG11247,CG11247-PA-1287,59
Rm62,Rm62-PA-928,3
CG16753,CG16753-PA-470,14
CG1598,CG1598-PA-565,1
CG1882,CG1882-PA-108,52
row,row-PA-2802,4
snf,snf-PA-624,208
Hira,Hira-PA-2187,2
CG31778,CG31778-PA-192,4
Zw,Zw-PA-231,4
CG43313,CG43313-PA-1988,1
TBPH,TBPH-PA-769,10
in,in-PA-1770,19
CG4877,CG4877-PA-412,1
Sod2,Sod2-PA-100,5
CG6693,CG6693-PA-422,36
tutl,tutl-PD-4461,89
CG7656,CG7656-PA-11,3
shg,shg-PA-4227,39
CG2225,CG2225-PA-2991,2
ppk19,ppk19-PA-1426,60
bgcn,bgcn-PA-2039,1
l(2)37Cd,l(2)37Cd-PA-1080,1
CG13185,CG13185-PB-9612,6
Hel25E,Hel25E-PA-1024,6
ns3,ns3-PA-1350,10
tay,tay-PA-1800,1
Pbp45,Pbp45-PA-838,39
CG9596,CG9596-PB-1185,13
Idh,Idh-PA-380,1
nbs,nbs-PD-1150,2
CG3967,CG3967-PA-336,2
CG18178,CG18178-PA-389,4
CG13742,CG13742-PB-627,1
CG4389,CG4389-PA-2278,19
CG17233,CG17233-PA-206,4
Ir93a,Ir93a-PA-1195,2
bbx,bbx-PB-1707,5
CG10741,CG10741-PA-643,2
CG31759,CG31759-PC-1654,13
aop,aop-PA-354,3
btsz,btsz-PC-6657,7
CG8003,CG8003-PA-631,140
dom,dom-PA-4986,6
RpL17,RpL17-PA-428,5873
CG1663,CG1663-PA-691,89
ash2,ash2-PB-563,1
Nckx30C,Nckx30C-PA-2496,153
mew,mew-PA-2164,4
Rpd3,Rpd3-PA-1107,244
jigr1,jigr1-PA-837,166
Taf12L,Taf12L-PA-379,3
CG6701,CG6701-PB-2871,3
Mtr3,Mtr3-PA-276,12
rab3-GAP,rab3-GAP-PA-57,345
CG2698,CG2698-PA-615,2
C901,C901-PA-770,2
flfl,flfl-PB-2073,3
wge,wge-PA-1117,1
CG17528,CG17528-PA-275,20
CG12173,CG12173-PA-514,167
Nrg,Nrg-PA-2799,54
CG7289,CG7289-PA-1765,217
CG31637,CG31637-PA-888,15
galectin,galectin-PA-669,3
ns1,ns1-PA-994,367
fz4,fz4-PA-837,9
cic,cic-PA-2274,9
hppy,hppy-PA-1596,1
GstS1,GstS1-PA-633,365
CG11665,CG11665-PA-1898,136
ball,ball-PA-1563,51
CG31918,CG31918-PA-453,26
CG31918,CG31918-PA-450,1
CG13531,CG13531-PB-4428,1
Dcp2,Dcp2-PA-2181,1
Mtor,Mtor-PA-6064,2
mura,mura-PA-2308,5
CG11811,CG11811-PA-238,137
crc,crc-PA-24,89
wcd,wcd-PA-1428,49
Slh,Slh-PC-765,1
Oseg1,Oseg1-PA-2836,13
CG1969,CG1969-PA-529,1
Hexo1,Hexo1-PA-977,1
CG4165,CG4165-PA-468,2
CG7924,CG7924-PA-409,4
CG7433,CG7433-PA-428,51
Nnp-1,Nnp-1-PA-948,1
CG14965,CG14965-PA-1425,24
Ptpmeg,Ptpmeg-PG-2820,23
CG1550,CG1550-PA-1698,20
Ir,Ir-PB-1564,1
grass,grass-PA-970,2
l(2)09851,l(2)09851-PA-305,1
Karybeta3,Karybeta3-PA-2814,2
CG5039,CG5039-PA-217,2
Mtor,Mtor-PA-6397,56
qkr58E-2,qkr58E-2-PA-1026,1
CG34417,CG34417-PC-170,1
CG18586,CG18586-PB-265,6
H,H-PA-412,3
Rab35,Rab35-PA-145,2
dob,dob-PA-417,1
r,r-PA-4813,1
HLH106,HLH106-PA-2647,123
Fancd2,Fancd2-PA-4212,312
snRNP-U1-70K,snRNP-U1-70K-PA-469,38
snRNP-U1-70K,snRNP-U1-70K-PA-465,31
CAP-D2,CAP-D2-PA-3459,114
CG13004,CG13004-PA-160,1
Cks30A,Cks30A-PA-41,3
CG3610,CG3610-PA-1237,1
mr,mr-PA-678,8
tam,tam-PA-3112,4
Ing3,Ing3-PA-1920,13
CG9662,CG9662-PA-366,56
brk,brk-PA-606,3
CG9328,CG9328-PA-311,1
CG3700,CG3700-PA-328,11
TfIIEbeta,TfIIEbeta-PA-363,1
CG5641,CG5641-PA-1123,5
CG5756,CG5756-PA-3352,3
CG4572,CG4572-PA-1413,59
CG13089,CG13089-PA-548,42
Sry-delta,Sry-delta-PA-807,10
dre4,dre4-PA-609,4
CG7201,CG7201-PA-447,2
CG17490,CG17490-PE-623,1
Sin,Sin-PA-1054,12
CG15661,CG15661-PA-876,1
rdx,rdx-PA-838,8
Cdep,Cdep-PE-3484,208
Tango4,Tango4-PA-1288,1
SC35,SC35-PB-232,3
CG2926,CG2926-PA-6288,40
Trp1,Trp1-PA-499,1
Snap,Snap-PA-661,776
salm,salm-PA-3777,2
hppy,hppy-PA-3201,1
CG6617,CG6617-PA-84,46
CG6617,CG6617-PA-82,1
CG8678,CG8678-PA-279,2
CG3262,CG3262-PD-258,1
CG1575,CG1575-PA-1024,26
CG3662,CG3662-PA-856,1
CG7289,CG7289-PA-618,5
XRCC1,XRCC1-PA-409,4
RpS15,RpS15-PA-238,26
CG2202,CG2202-PA-1558,2
Ntf-2,Ntf-2-PA-106,14
CG5377,CG5377-PA-516,2
CG31211,CG31211-PA-969,2
Hsc70-4,Hsc70-4-PA-1627,17
Hsc70-4,Hsc70-4-PA-1628,1
Adk2,Adk2-PA-136,27
MED18,MED18-PA-489,67
CG7878,CG7878-PA-1983,315
CG10671,CG10671-PA-867,2
Tpc1,Tpc1-PA-744,17
ns4,ns4-PA-153,1
bou,bou-PA-285,35
CG18011,CG18011-PA-2386,4
Trc8,Trc8-PA-1701,4
LanB1,LanB1-PA-2871,1
Ef1alpha48D,Ef1alpha48D-PA-1284,51670
CG42268,CG42268-PD-4148,2
SP1173,SP1173-PA-1734,4
lola,lola-PW-2281,73
PNUTS,PNUTS-PA-1477,3
knrl,knrl-PA-237,1
Tsp42Ei,Tsp42Ei-PA-600,2
kon,kon-PB-834,2
Gtp-bp,Gtp-bp-PA-927,7
CG13868,CG13868-PA-896,1
WDR79,WDR79-PA-327,2
pelo,pelo-PA-892,2
CG5508,CG5508-PA-2430,4
Cap,Cap-PA-3433,65
CG4866,CG4866-PA-252,1
Sox15,Sox15-PA-808,1
CG9870,CG9870-PA-465,2
CG6852,CG6852-PA-42,162
eIF-4E,eIF-4E-PA-306,158
Taf12,Taf12-PA-270,4
CG5941,CG5941-PA-388,3
CG10005,CG10005-PA-480,48
beg,beg-PA-569,13
CG7966,CG7966-PA-606,1
CG14647,CG14647-PB-554,1
l(2)k09022,l(2)k09022-PA-4367,25
pnut,pnut-PA-331,1
CG1785,CG1785-PA-307,31
spel1,spel1-PA-2509,1
CkIalpha,CkIalpha-PA-780,553
eIF2B-gamma,eIF2B-gamma-PA-365,3
CG13124,CG13124-PA-569,14
MESR6,MESR6-PA-459,19
CG10671,CG10671-PA-852,1
CG32685,CG32685-PC-2631,2
CG7414,CG7414-PA-639,63
CG1764,CG1764-PA-247,1
Ilk,Ilk-PA-1113,4
Aats-ser,Aats-ser-PA-564,4
ana3,ana3-PA-5583,6
CG6340,CG6340-PB-1440,20
DNApol-alpha60,DNApol-alpha60-PA-1533,164
CG10992,CG10992-PA-943,447
CG5532,CG5532-PA-241,2
pwn,pwn-PA-3358,1
CG33692,CG33692-PA-691,25
Rpd3,Rpd3-PA-85,1
Ark,Ark-PB-2197,1
L,L-PA-1627,12
Krn,Krn-PA-513,1
Atg9,Atg9-PA-1984,2
e(y)3,e(y)3-PA-5576,13
CG8089,CG8089-PA-454,1
CG7523,CG7523-PA-301,7
CG14212,CG14212-PA-230,3
CG15366,CG15366-PA-31,1
CG3860,CG3860-PA-138,4
CG17359,CG17359-PA-551,2
lola,lola-PN-2278,3
